Player,Nation,Pos,Squad,Age,Born,90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def
Abner,BRA,DF,Juventude,19,2004,1.2,1,0.83,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Nicolás Acevedo,URU,"MF,DF",Bahia,24,1999,3.0,5,1.68,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luiz Adriano,BRA,FW,Vitória,36,1987,2.2,2,0.89,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0
Adriel,BRA,GK,Bahia,23,2001,3.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Adryelson,BRA,DF,Botafogo (RJ),25,1998,6.4,8,1.24,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Adson,BRA,FW,Vasco da Gama,23,2000,13.6,53,3.9,46,2,5,0,0,0,5,0.37,4,0,1,0,0,0
Braian Aguirre,ARG,DF,Internacional,23,2000,1.0,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Alario,ARG,"FW,MF",Internacional,31,1992,7.1,9,1.27,7,0,0,2,0,0,1,0.14,0,0,0,1,0,0
Carlos Alberto,BRA,FW,Botafogo (RJ),21,2002,2.4,7,2.96,3,0,3,1,0,0,0,0.0,0,0,0,0,0,0
Yuri Alberto,BRA,FW,Corinthians,22,2001,24.4,63,2.58,39,0,4,10,8,2,10,0.41,6,0,1,0,2,1
Carlos Alcaraz,ARG,"MF,FW",Flamengo,21,2002,8.3,38,4.55,25,8,2,1,1,1,1,0.12,1,0,0,0,0,0
Max Alegria,BRA,"FW,DF",Vasco da Gama,20,2004,0.9,5,5.77,4,0,1,0,0,0,0,0.0,0,0,0,0,0,0
Alerrandro,BRA,FW,Vitória,24,2000,26.5,68,2.56,52,1,3,7,3,2,7,0.26,6,0,1,0,0,0
Caio Alexandre,BRA,MF,Bahia,24,1999,30.8,80,2.6,76,1,1,1,1,0,3,0.1,3,0,0,0,0,0
Matheus Alexandre,BRA,DF,Cuiabá,24,1999,27.4,33,1.21,27,4,1,0,0,1,1,0.04,0,1,0,0,0,0
Alexsander,BRA,MF,Fluminense,20,2003,8.8,26,2.96,20,0,3,1,1,1,1,0.11,1,0,0,0,0,0
Alisson,BRA,GK,Criciúma,28,1995,4.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alisson,BRA,"DF,FW",Atlético Mineiro,18,2005,9.9,40,4.04,21,5,4,2,7,1,1,0.1,0,0,1,0,0,0
Alisson,BRA,MF,São Paulo,30,1993,17.9,43,2.41,37,0,2,1,2,1,6,0.34,5,0,1,0,0,0
Allan,BRA,MF,Flamengo,26,1997,15.7,31,1.98,29,0,0,1,0,1,1,0.06,1,0,0,0,0,0
Allan,BRA,"MF,DF",Botafogo (RJ),33,1991,3.5,3,0.86,3,0,0,0,0,0,1,0.29,1,0,0,0,0,0
Allano,BRA,"FW,MF",Criciúma,28,1995,14.4,52,3.57,38,0,4,2,7,1,3,0.21,2,0,0,0,1,0
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),22,2001,13.9,87,6.25,59,15,4,6,2,1,5,0.36,4,0,0,1,0,0
Júnior Alonso,PAR,DF,Atlético Mineiro,30,1993,11.6,18,1.55,17,0,1,0,0,0,1,0.09,1,0,0,0,0,0
Anderson,BRA,GK,Cruzeiro,25,1998,17.0,1,0.06,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Felipe Anderson,BRA,FW,Palmeiras,30,1993,14.6,57,3.91,42,6,4,0,4,1,7,0.48,5,0,1,0,1,0
Kervin Andrade,VEN,MF,Fortaleza,18,2005,5.4,31,5.74,18,4,3,2,3,1,2,0.37,2,0,0,0,0,0
Rodrigo Andrade,BRA,"MF,FW",Vitória,26,1997,4.3,8,1.87,5,2,0,0,0,1,0,0.0,0,0,0,0,0,0
André,BRA,MF,Fluminense,22,2001,11.9,25,2.1,22,1,0,0,1,1,2,0.17,2,0,0,0,0,0
José Andrés Martínez,VEN,MF,Corinthians,29,1994,7.0,16,2.27,13,0,1,1,0,1,1,0.14,1,0,0,0,0,0
Wilker Ángel,VEN,DF,Criciúma,30,1993,10.9,7,0.64,6,0,0,1,0,0,2,0.18,1,0,0,1,0,0
Anthoni,BRA,GK,Internacional,22,2002,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Marcos Antônio,BRA,MF,São Paulo,23,2000,9.4,21,2.24,20,1,0,0,0,0,1,0.11,1,0,0,0,0,0
Guilherme Arana,BRA,DF,Atlético Mineiro,26,1997,14.5,48,3.32,40,2,0,3,1,2,3,0.21,2,0,0,1,0,0
Charles Aránguiz,CHI,MF,Internacional,34,1989,3.2,6,1.88,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luiz Araújo,BRA,"FW,MF",Flamengo,27,1996,17.4,69,3.97,41,13,5,6,2,2,10,0.58,4,3,1,1,1,0
Matheus Araújo,BRA,MF,Corinthians,21,2002,0.5,1,2.09,0,1,0,0,0,0,1,2.09,0,1,0,0,0,0
Michel Araujo,URU,"DF,FW",São Paulo,27,1996,9.5,26,2.73,16,3,6,1,0,0,1,0.11,1,0,0,0,0,0
Alexander Aravena,CHI,"FW,MF",Grêmio,21,2002,8.6,22,2.57,12,0,5,3,2,0,3,0.35,3,0,0,0,0,0
Robert Arboleda,ECU,DF,São Paulo,32,1991,25.1,19,0.76,14,0,0,3,0,2,3,0.12,2,0,0,1,0,0
Lucas Arcanjo,BRA,GK,Vitória,25,1998,37.0,4,0.11,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Matias Arezo,URU,"FW,MF",Grêmio,21,2002,1.2,6,4.82,3,0,0,1,2,0,2,1.61,0,0,0,0,2,0
Jhon Arias,COL,FW,Fluminense,26,1997,26.4,107,4.05,72,14,5,6,7,3,7,0.27,5,0,0,1,0,1
Santiago Arias,COL,DF,Bahia,32,1992,20.9,53,2.53,44,2,1,3,2,1,3,0.14,1,0,1,1,0,0
Arthur,BRA,FW,Cruzeiro,25,1998,14.1,40,2.83,30,1,3,4,2,0,3,0.21,2,0,0,1,0,0
Arthur,BRA,FW,Criciúma,31,1992,18.6,52,2.8,30,0,0,11,11,0,3,0.16,1,0,0,2,0,0
Arthur,BRA,FW,Corinthians,20,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Arthur,BRA,"FW,MF",RB Bragantino,20,2003,1.7,6,3.51,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Filipe Augusto,BRA,MF,Cuiabá,30,1993,9.4,9,0.96,7,0,1,1,0,0,1,0.11,1,0,0,0,0,0
Renato Augusto,BRA,"MF,FW",Fluminense,35,1988,4.9,12,2.44,10,0,0,0,1,1,1,0.2,1,0,0,0,0,0
Yarlen Augusto,BRA,MF,Botafogo (RJ),17,2006,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Pablo Baianinho,BRA,"MF,FW",Vitória,20,2003,0.4,3,7.3,1,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Gabriel Baralhas,BRA,MF,Atl Goianiense,25,1998,27.2,87,3.19,64,3,2,7,6,5,6,0.22,4,0,0,2,0,0
Danilo Barbosa,BRA,MF,Botafogo (RJ),27,1996,12.8,23,1.8,16,0,1,2,4,0,3,0.23,1,0,0,1,1,0
Diogo Barbosa,BRA,DF,Fluminense,31,1992,20.5,34,1.65,32,2,0,0,0,0,0,0.0,0,0,0,0,0,0
Gabriel Barbosa,BRA,"FW,MF",Flamengo,27,1996,8.4,12,1.43,8,1,1,2,0,0,1,0.12,1,0,0,0,0,0
Lucas Barbosa,BRA,FW,Juventude,22,2001,27.1,69,2.5,57,0,3,5,4,0,4,0.15,3,0,0,1,0,0
Alexander Barboza,ARG,DF,Botafogo (RJ),28,1995,22.6,24,1.06,18,0,0,4,0,2,2,0.09,2,0,0,0,0,0
Baltasar Barcia,URU,"MF,FW",Criciúma,22,2001,0.3,2,7.2,1,0,1,0,0,0,1,3.6,0,0,1,0,0,0
Álvaro Barreal,ARG,"MF,FW",Cruzeiro,23,2000,16.5,56,3.39,37,10,1,7,1,0,5,0.3,5,0,0,0,0,0
Barreto,BRA,MF,Criciúma,28,1995,25.3,38,1.5,30,0,2,4,2,0,5,0.2,3,0,0,2,0,0
Gabriel Barros,BRA,"FW,MF",Atl Goianiense,22,2001,0.9,1,1.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Bastos,ANG,DF,Botafogo (RJ),32,1991,29.2,21,0.72,19,0,0,2,0,0,2,0.07,2,0,0,0,0,0
Rodrigo Battaglia,ARG,"DF,MF",Atlético Mineiro,32,1991,25.4,21,0.83,18,0,1,1,1,0,3,0.12,3,0,0,0,0,0
José Luis Rodríguez Bebanz,URU,"DF,FW",Vasco da Gama,26,1997,12.5,27,2.16,20,0,2,4,1,0,6,0.48,4,0,1,1,0,0
Muriel Becker,BRA,GK,Vitória,36,1987,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Belezi,BRA,DF,Ath Paranaense,20,2003,8.8,4,0.45,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Ramiro Benetti,BRA,MF,Cruzeiro,30,1993,16.0,23,1.44,19,2,0,0,1,1,2,0.13,2,0,0,0,0,0
Bento,BRA,GK,Ath Paranaense,24,1999,7.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Alexandro Bernabei,ARG,DF,Internacional,23,2000,22.9,74,3.23,50,11,7,2,3,1,9,0.39,5,0,1,2,1,0
Facundo Bernal,URU,MF,Fluminense,20,2003,10.5,16,1.53,13,0,0,2,1,0,0,0.0,0,0,0,0,0,0
Bernard,BRA,"MF,FW",Atlético Mineiro,31,1992,10.0,40,4.0,34,3,3,0,0,0,1,0.1,1,0,0,0,0,0
Matheus Bidu,BRA,DF,Corinthians,24,1999,16.7,43,2.58,36,3,2,0,2,0,2,0.12,2,0,0,0,0,0
Biel,BRA,"FW,MF",Bahia,22,2001,10.0,44,4.39,31,4,2,2,4,1,5,0.5,4,0,1,0,0,0
Biro,BRA,"MF,DF",Corinthians,19,2004,0.2,1,5.63,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Damián Bobadilla,PAR,MF,São Paulo,22,2001,11.5,20,1.75,18,1,0,1,0,0,0,0.0,0,0,0,0,0,0
Yannick Bolasie,COD,FW,Criciúma,34,1989,26.4,62,2.35,36,0,12,8,4,2,8,0.3,5,0,2,1,0,0
Thiago Borbas,URU,FW,RB Bragantino,21,2002,10.6,19,1.79,13,0,1,3,2,0,2,0.19,2,0,0,0,0,0
Marllon Borges,BRA,DF,Cuiabá,31,1992,32.0,17,0.53,14,1,0,1,1,0,1,0.03,0,0,0,0,1,0
Pedro Borges,BRA,MF,Fortaleza,26,1997,13.0,15,1.16,13,0,0,1,0,1,3,0.23,3,0,0,0,0,0
Rafael Borré,COL,FW,Internacional,28,1995,20.8,35,1.68,27,1,1,4,1,1,4,0.19,3,0,0,0,1,0
Danilo Boza,BRA,DF,Juventude,25,1998,31.4,24,0.76,17,1,0,4,1,1,1,0.03,0,0,0,1,0,0
Martin Braithwaite,DEN,FW,Grêmio,32,1991,16.2,32,1.97,22,0,2,6,2,0,7,0.43,4,0,1,2,0,0
Breno,BRA,"FW,MF",Fortaleza,28,1996,21.1,64,3.03,33,9,4,9,9,0,7,0.33,3,0,1,1,2,0
Breno,BRA,MF,Corinthians,18,2005,19.8,43,2.17,35,2,1,2,2,1,2,0.1,2,0,0,0,0,0
José Breno,BRA,MF,Vitória,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Emanuel Brítez,ARG,DF,Fortaleza,31,1992,27.8,34,1.22,23,2,0,7,0,2,3,0.11,3,0,0,0,0,0
Bruninho,BRA,"FW,MF",RB Bragantino,20,2003,0.9,5,5.7,4,0,1,0,0,0,1,1.14,1,0,0,0,0,0
Fabrício Bruno,BRA,DF,Flamengo,27,1996,25.7,17,0.66,15,0,0,1,0,1,1,0.04,0,0,0,0,0,1
Fabricio Bustos,ARG,DF,Internacional,27,1996,9.6,34,3.54,26,3,1,2,0,2,3,0.31,1,0,1,1,0,0
Rafael Cabral,BRA,GK,Grêmio,33,1990,5.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cacá,BRA,DF,Corinthians,24,1999,25.5,16,0.63,13,0,0,3,0,0,2,0.08,2,0,0,0,0,0
Raúl Cáceres,PAR,DF,Vitória,32,1991,18.8,44,2.33,34,10,0,0,0,0,7,0.37,6,1,0,0,0,0
Cadu,BRA,"FW,DF",Atlético Mineiro,19,2004,11.2,17,1.52,9,1,1,2,4,0,1,0.09,1,0,0,0,0,0
Caetano,BRA,DF,Corinthians,24,1999,3.1,3,0.96,2,0,0,1,0,0,1,0.32,1,0,0,0,0,0
Jonathan Cafu,BRA,"FW,MF",Cuiabá,32,1991,15.5,37,2.4,26,0,6,1,3,1,3,0.19,2,0,0,1,0,0
Rodrigo Caio,BRA,DF,Grêmio,30,1993,4.2,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Caíque,BRA,GK,Grêmio,26,1997,5.4,1,0.18,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
Calebe,BRA,"MF,FW",Fortaleza,23,2000,1.4,8,5.71,6,0,2,0,0,0,0,0.0,0,0,0,0,0,0
Lucas Calegari,BRA,DF,Fluminense,21,2002,0.9,1,1.11,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Jonathan Calleri,ARG,FW,São Paulo,30,1993,22.7,48,2.11,33,0,4,7,3,1,11,0.48,6,0,1,3,1,0
Patric Calmon PK,BRA,DF,Vitória,29,1994,6.0,6,1.0,6,0,0,0,0,0,1,0.17,1,0,0,0,0,0
Gustavo Campanharo,BRA,MF,Atl Goianiense,31,1992,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Joel Campbell,CRC,"MF,FW",Atl Goianiense,31,1992,6.2,29,4.68,24,0,1,2,1,1,0,0.0,0,0,0,0,0,0
Camutanga,BRA,DF,Vitória,30,1993,5.0,2,0.4,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Yerson Candelo,COL,DF,Criciúma,31,1992,0.3,2,6.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Luan Cândido,BRA,DF,RB Bragantino,22,2001,21.7,19,0.88,16,1,0,2,0,0,1,0.05,1,0,0,0,0,0
Germán Cano,ARG,FW,Fluminense,35,1988,17.9,19,1.05,16,0,0,3,0,0,0,0.0,0,0,0,0,0,0
Agustín Canobbio,URU,"FW,MF",Ath Paranaense,25,1998,13.5,46,3.4,34,3,2,3,4,0,2,0.15,1,0,1,0,0,0
Juninho Capixaba,BRA,"DF,MF",RB Bragantino,26,1997,20.8,32,1.54,23,5,0,2,2,0,1,0.05,0,0,0,1,0,0
Felipe Carballo,URU,MF,Grêmio,27,1996,5.3,12,2.26,10,0,1,1,0,0,0,0.0,0,0,0,0,0,0
Tomás Cardona,ARG,DF,Fortaleza,28,1995,15.9,7,0.44,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Edson Carioca,BRA,FW,Juventude,26,1997,8.2,20,2.68,11,0,4,1,2,2,4,0.54,2,0,2,0,0,0
Carlinhos,BRA,FW,Flamengo,26,1997,4.7,6,1.28,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Antonio Carlos,BRA,DF,Fluminense,30,1993,12.0,8,0.67,8,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Jan Carlos Hurtado,VEN,FW,Atl Goianiense,23,2000,9.6,26,2.71,16,0,5,2,2,1,1,0.1,1,0,0,0,0,0
João Carlos,BRA,"MF,FW",Criciúma,22,2001,0.3,1,3.33,0,1,0,0,0,0,1,3.33,0,1,0,0,0,0
Jean Carlos Vicente,BRA,"MF,FW",Juventude,31,1992,11.5,48,4.19,23,16,4,2,1,2,7,0.61,3,2,0,0,0,2
André Carrillo,PER,MF,Corinthians,32,1991,8.1,24,2.96,20,0,0,3,0,1,5,0.62,3,0,0,2,0,0
Ronie Carrillo,ECU,FW,Juventude,27,1996,7.5,19,2.51,14,0,2,2,1,0,0,0.0,0,0,0,0,0,0
Gabriel Carvalho,BRA,"FW,MF",Internacional,16,2007,14.5,64,4.43,47,5,6,5,1,0,5,0.35,4,0,0,1,0,0
Cássio,BRA,GK,Cruzeiro,36,1987,21.0,2,0.1,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Cássio,BRA,GK,Corinthians,36,1987,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Iury de Castilho,BRA,"FW,MF",Vitória,28,1995,1.4,2,1.45,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
Erick Castillo,ECU,"FW,MF",Vitória,28,1995,3.0,3,0.99,2,0,0,1,0,0,0,0.0,0,0,0,0,0,0
Ivan Cavaleiro,POR,"FW,MF",RB Bragantino,30,1993,2.1,9,4.29,7,1,0,0,1,0,0,0.0,0,0,0,0,0,0
Murilo Cerqueira,BRA,DF,Palmeiras,26,1997,24.2,24,0.99,20,0,1,0,0,3,2,0.08,1,0,1,0,0,0
Reynaldo Cesar Moraes,BRA,DF,Vitória,27,1997,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
