Player,Nation,Pos,Squad,Age,Born,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG
Abner,BRA,DF,Juventude,19,2004,1.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Nicolás Acevedo,URU,"MF,DF",Bahia,24,1999,3.0,0,5,2,40.0,1.68,0.67,0.0,0.0,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1
Luiz Adriano,BRA,FW,Vitória,36,1987,2.2,0,2,1,50.0,0.89,0.45,0.0,0.0,10.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1
Adriel,BRA,GK,Bahia,23,2001,3.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Adryelson,BRA,DF,Botafogo (RJ),25,1998,6.4,1,6,1,16.7,0.93,0.16,0.17,1.0,12.5,0,0,0,0.2,0.2,0.04,0.8,0.8
Adson,BRA,FW,Vasco da Gama,23,2000,13.6,2,25,10,40.0,1.84,0.74,0.08,0.2,20.0,0,0,0,1.5,1.5,0.06,0.5,0.5
Braian Aguirre,ARG,DF,Internacional,23,2000,1.0,0,2,0,0.0,2.0,0.0,0.0,,22.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Lucas Alario,ARG,"FW,MF",Internacional,31,1992,7.1,0,13,2,15.4,1.83,0.28,0.0,0.0,11.2,1,0,0,1.9,1.9,0.15,-1.9,-1.9
Carlos Alberto,BRA,FW,Botafogo (RJ),21,2002,2.4,1,8,3,37.5,3.4,1.27,0.13,0.33,9.0,0,0,0,1.6,1.6,0.2,-0.6,-0.6
Yuri Alberto,BRA,FW,Corinthians,22,2001,24.4,15,79,33,41.8,3.24,1.35,0.15,0.36,16.5,0,3,3,10.7,8.3,0.11,4.3,3.7
Carlos Alcaraz,ARG,"MF,FW",Flamengo,21,2002,8.3,2,22,6,27.3,2.64,0.72,0.0,0.0,23.4,3,2,2,3.3,1.4,0.06,-1.3,-1.4
Max Alegria,BRA,"FW,DF",Vasco da Gama,20,2004,0.9,0,1,0,0.0,1.14,0.0,0.0,,11.3,0,0,0,0.0,0.0,0.05,0.0,0.0
Alerrandro,BRA,FW,Vitória,24,2000,26.5,15,63,28,44.4,2.38,1.06,0.17,0.39,18.4,0,4,4,11.0,7.8,0.12,4.0,3.2
Caio Alexandre,BRA,MF,Bahia,24,1999,30.8,2,22,4,18.2,0.71,0.13,0.09,0.5,24.7,0,0,0,1.1,1.1,0.05,0.9,0.9
Matheus Alexandre,BRA,DF,Cuiabá,24,1999,27.4,1,7,2,28.6,0.26,0.07,0.14,0.5,18.7,0,0,0,0.4,0.4,0.06,0.6,0.6
Alexsander,BRA,MF,Fluminense,20,2003,8.8,0,13,3,23.1,1.48,0.34,0.0,0.0,23.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4
Alisson,BRA,GK,Criciúma,28,1995,4.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Alisson,BRA,"DF,FW",Atlético Mineiro,18,2005,9.9,1,30,9,30.0,3.03,0.91,0.03,0.11,19.7,1,0,0,2.4,2.4,0.08,-1.4,-1.4
Alisson,BRA,MF,São Paulo,30,1993,17.9,1,12,5,41.7,0.67,0.28,0.08,0.2,26.0,1,0,0,0.6,0.6,0.05,0.4,0.4
Allan,BRA,MF,Flamengo,26,1997,15.7,0,12,4,33.3,0.76,0.25,0.0,0.0,30.6,0,0,0,0.3,0.3,0.02,-0.3,-0.3
Allan,BRA,"MF,DF",Botafogo (RJ),33,1991,3.5,0,1,0,0.0,0.29,0.0,0.0,,27.2,0,0,0,0.0,0.0,0.02,0.0,0.0
Allano,BRA,"FW,MF",Criciúma,28,1995,14.4,1,33,9,27.3,2.29,0.62,0.03,0.11,17.1,0,0,0,2.1,2.1,0.07,-1.1,-1.1
Thiago Almada,ARG,"FW,MF",Botafogo (RJ),22,2001,13.9,1,39,10,25.6,2.8,0.72,0.03,0.1,22.7,5,0,1,3.4,2.6,0.07,-2.4,-1.6
Júnior Alonso,PAR,DF,Atlético Mineiro,30,1993,11.6,1,6,2,33.3,0.52,0.17,0.17,0.5,16.2,0,0,0,0.3,0.3,0.05,0.7,0.7
Anderson,BRA,GK,Cruzeiro,25,1998,17.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
Felipe Anderson,BRA,FW,Palmeiras,30,1993,14.6,2,24,7,29.2,1.65,0.48,0.08,0.29,17.3,1,0,0,2.8,2.8,0.12,-0.8,-0.8
