Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Keyliane Abdallah,fr FRA,FW,Marseille,17,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Yunis Abdelhamid,ma MAR,DF,Reims,35,1987,30.9,4,21,7,33.3,0.68,0.23,0.14,0.43,15.0,0,1,1,3.4,2.6,0.13,+0.6,+0.4,Matches
3,Salis Abdul Samed,gh GHA,MF,Lens,23,2000,16.9,0,5,0,0.0,0.30,0.00,0.00,,21.6,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
4,Laurent Abergel,fr FRA,MF,Lorient,30,1993,31.8,2,26,11,42.3,0.82,0.35,0.08,0.18,26.5,0,0,0,1.1,1.1,0.04,+0.9,+0.9,Matches
5,Matthis Abline,fr FRA,FW,Nantes,20,2003,11.6,5,42,19,45.2,3.62,1.64,0.12,0.26,17.4,0,0,0,3.8,3.8,0.09,+1.2,+1.2,Matches
6,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,23,2000,8.4,3,27,7,25.9,3.22,0.84,0.07,0.29,18.7,0,1,1,2.8,2.0,0.07,+0.2,0.0,Matches
7,Nathaniel Adjei,gh GHA,DF,Lorient,20,2002,13.8,0,4,0,0.0,0.29,0.00,0.00,,8.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
8,Adryelson,br BRA,"DF,FW",Lyon,25,1998,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
9,Adson,br BRA,"MF,FW",Nantes,22,2000,2.6,0,5,0,0.0,1.89,0.00,0.00,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
10,Emmanuel Agbadou,ci CIV,DF,Reims,26,1997,28.8,1,32,5,15.6,1.11,0.17,0.03,0.20,15.1,0,0,0,2.4,2.4,0.07,-1.4,-1.4,Matches
11,Ruben Aguilar,fr FRA,DF,Lens,30,1993,21.4,1,12,4,33.3,0.56,0.19,0.08,0.25,16.1,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
12,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,25,1998,10.0,2,11,3,27.3,1.10,0.30,0.18,0.67,22.7,0,0,0,1.8,1.8,0.17,+0.2,+0.2,Matches
13,Sergio Akieme,es ESP,DF,Reims,25,1997,9.1,2,11,2,18.2,1.21,0.22,0.18,1.00,18.3,0,0,0,1.4,1.4,0.13,+0.6,+0.6,Matches
14,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,21,2002,17.9,7,36,22,61.1,2.01,1.23,0.19,0.32,15.7,1,0,0,5.4,5.4,0.15,+1.6,+1.6,Matches
15,Adams Akor,ng NGA,FW,Montpellier,23,2000,25.0,8,79,32,40.5,3.16,1.28,0.10,0.25,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,Matches
16,Paul Akouokou,ci CIV,MF,Lyon,25,1997,3.4,0,2,0,0.0,0.59,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
17,Aboubacar Ali,km COM,"MF,FW",Strasbourg,17,2006,1.4,0,4,2,50.0,2.77,1.38,0.00,0.00,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
18,Mohamed Ali Cho,fr FRA,FW,Nice,19,2004,9.6,1,18,6,33.3,1.88,0.63,0.06,0.17,21.1,0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches
19,Nabil Alioui,fr FRA,"MF,FW",Le Havre,24,1999,11.2,4,28,9,32.1,2.50,0.80,0.14,0.44,19.0,1,0,0,2.4,2.4,0.09,+1.6,+1.6,Matches
20,Jim Allevinah,ga GAB,"MF,DF",Clermont Foot,28,1995,20.7,2,37,11,29.7,1.79,0.53,0.05,0.18,14.8,0,0,0,2.6,2.6,0.07,-0.6,-0.6,Matches
21,Skelly Alvero,fr FRA,MF,Lyon,21,2002,4.7,1,9,3,33.3,1.90,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
22,Papa Amadou Diallo,sn SEN,FW,Metz,19,2004,9.9,2,13,5,38.5,1.32,0.51,0.15,0.40,14.7,0,0,0,2.6,2.6,0.20,-0.6,-0.6,Matches
23,Jordan Amavi,fr FRA,DF,Brest,29,1994,1.0,1,1,1,100.0,0.99,0.99,1.00,1.00,26.9,1,0,0,0.1,0.1,0.10,+0.9,+0.9,Matches
24,Kelvin Amian,fr FRA,DF,Nantes,25,1998,8.9,0,1,0,0.0,0.11,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
25,Michael Amir Murillo,pa PAN,DF,Marseille,27,1996,11.1,3,6,4,66.7,0.54,0.36,0.50,0.75,16.8,0,0,0,0.8,0.8,0.14,+2.2,+2.2,Matches
26,Benjamin André,fr FRA,MF,Lille,32,1990,28.6,4,23,9,39.1,0.81,0.32,0.17,0.44,17.0,0,0,0,2.6,2.6,0.11,+1.4,+1.4,Matches
27,Komnen Andrić,rs SRB,FW,Clermont Foot,28,1995,1.9,0,2,0,0.0,1.07,0.00,0.00,,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
28,Ângelo,br BRA,"FW,MF",Strasbourg,18,2004,12.2,0,9,4,44.4,0.74,0.33,0.00,0.00,22.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
29,Stredair Appuah,fr FRA,"FW,MF",Nantes,19,2004,0.9,0,4,0,0.0,4.29,0.00,0.00,,23.3,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
30,Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,25,1998,2.6,0,2,0,0.0,0.77,0.00,0.00,,28.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
31,Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,20,2003,14.3,2,12,6,50.0,0.84,0.42,0.17,0.33,18.2,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
32,Mohamed El Arouch,fr FRA,FW,Lyon,19,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
33,Marco Asensio,es ESP,"MF,FW",Paris S-G,27,1996,12.4,4,27,10,37.0,2.18,0.81,0.15,0.40,19.2,1,0,0,3.2,3.2,0.12,+0.8,+0.8,Matches
34,Joel Asoro,se SWE,"FW,MF",Metz,24,1999,9.4,2,6,3,50.0,0.64,0.32,0.33,0.67,15.4,0,0,0,0.6,0.6,0.10,+1.4,+1.4,Matches
35,Lorenz Assignon,tg TOG,DF,Rennes,23,2000,11.2,1,11,4,36.4,0.98,0.36,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
36,Youcef Atal,dz ALG,DF,Nice,27,1996,4.0,1,4,1,25.0,1.00,0.25,0.25,1.00,22.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
37,Valentin Atangana Edoa,fr FRA,MF,Reims,17,2005,6.2,0,9,2,22.2,1.46,0.32,0.00,0.00,19.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
38,Arthur Atta,fr FRA,"MF,FW",Metz,20,2003,10.3,1,9,4,44.4,0.88,0.39,0.11,0.25,16.2,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
39,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,34,1989,29.1,17,112,47,42.0,3.84,1.61,0.12,0.28,15.8,5,4,4,20.5,17.3,0.16,-3.5,-4.3,Matches
40,André Ayew,gh GHA,FW,Le Havre,33,1989,12.3,5,32,12,37.5,2.61,0.98,0.16,0.42,15.1,1,0,0,3.1,3.1,0.10,+1.9,+1.9,Matches
41,Neil El Aynaoui,ma MAR,MF,Lens,22,2001,17.4,1,22,8,36.4,1.26,0.46,0.05,0.13,16.0,0,0,0,2.4,2.4,0.11,-1.4,-1.4,Matches
42,Abdellah Baallal,ma MAR,MF,Clermont Foot,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
43,Shavy Babicka,ga GAB,"FW,MF",Toulouse,23,2000,4.1,1,8,4,50.0,1.93,0.97,0.13,0.25,18.7,0,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
44,Aliou Badara Baldé,gn GUI,"FW,DF",Nice,20,2002,0.8,0,3,2,66.7,3.91,2.61,0.00,0.00,19.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
45,Tiemoué Bakayoko,fr FRA,MF,Lorient,28,1994,14.6,2,12,7,58.3,0.82,0.48,0.17,0.29,15.8,0,0,0,1.7,1.7,0.15,+0.3,+0.3,Matches
46,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,20,2002,24.2,3,44,12,27.3,1.82,0.50,0.07,0.25,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches
47,Carlos Baleba,cm CMR,MF,Lille,19,2004,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
48,Leonardo Balerdi,ar ARG,DF,Marseille,24,1999,25.2,2,14,4,28.6,0.55,0.16,0.14,0.50,17.4,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
49,Folarin Balogun,us USA,FW,Monaco,22,2001,18.8,7,63,26,41.3,3.35,1.38,0.11,0.27,14.0,0,0,3,11.0,8.5,0.14,-4.0,-1.5,Matches
50,Mohamed Bamba,ci CIV,FW,Lorient,21,2001,12.6,8,37,17,45.9,2.93,1.34,0.19,0.41,12.1,0,1,1,6.4,5.6,0.16,+1.6,+1.4,Matches
51,Mamady Bangré,bf BFA,"FW,MF",Toulouse,22,2001,1.1,0,3,0,0.0,2.67,0.00,0.00,,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
52,Bradley Barcola,fr FRA,FW,Lyon,20,2002,3.0,0,2,0,0.0,0.67,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
53,Bradley Barcola,fr FRA,"FW,MF",Paris S-G,20,2002,15.2,4,31,11,35.5,2.04,0.72,0.13,0.36,13.8,0,0,0,4.5,4.5,0.15,-0.5,-0.5,Matches
54,Melvin Bard,fr FRA,DF,Nice,22,2000,29.5,1,15,5,33.3,0.51,0.17,0.07,0.20,24.6,2,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
55,Steven Baseya,fr FRA,DF,Strasbourg,18,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
56,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,18,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
